year,year,month,day,hour,positive,count,context_c,weibo_c,context,weibo
2011,2011,7,31,12,0.0328854,1,,0 ,,
2011,2011,7,31,20,0.0509333,1,蝴蝶结很伤心，因为她有翅膀却不会飞。 ,1 ,"Bowties are very sad, because they have wings but can't fly.",1
2011,2011,7,31,22,0.06330335,2,,0 ,,
2011,2011,7,31,23,0.53438,1,,0 ,,
2011,2011,8,1,0,0.59968,1,,0 ,,
2011,2011,8,1,1,0.0314867,1,,0 ,,
2011,2011,8,1,18,0.268885,1,,0 ,,
2011,2011,8,1,22,0.724559,1,,0 ,,
2011,2011,8,2,0,0.175436,1,,0 ,,
2011,2011,8,2,1,0.44743,2,,0 ,,
2011,2011,8,2,3,0.795585,1,,0 ,,
2011,2011,8,2,19,0.01396264,2,,0 ,,
2011,2011,8,2,20,0.366893,3,,0 ,,
2011,2011,8,2,22,0.326836,1,,0 ,,
2011,2011,8,2,23,0.608209,2,,0 ,,
2011,2011,8,3,23,0.590959,1,,0 ,,
2011,2011,8,4,0,0.5457475,4,,0 ,,
2011,2011,8,4,12,0.5107,1,,0 ,,
2011,2011,8,4,13,0.293345,1,,0 ,,
2011,2011,8,4,22,0.620434,1,,0 ,,
2011,2011,8,4,23,0.37770622,5,,0 ,,
2011,2011,8,5,0,0.123883,1,,0 ,,
2011,2011,8,5,9,0.489732,1,,0 ,,
2011,2011,8,5,19,0.0357846,1,,0 ,,
2011,2011,8,5,21,0.415312,1,,0 ,,
2011,2011,8,6,3,0.8158755,2,,0 ,,
2011,2011,8,6,8,0.774024,1,,0 ,,
2011,2011,8,6,9,0.488582,1,,0 ,,
2011,2011,8,6,23,0.162559,1,,0 ,,
2011,2011,8,7,0,0.30237,1,,0 ,,
2011,2011,8,7,1,0.473813,3,台风，台风，请赐我一场绿野仙踪,1 ,,
2011,2011,8,7,23,0.41301,2,,0 ,,
2011,2011,8,8,0,0.1776325,2,,0 ,,
2011,2011,8,8,2,0.869799,1,,0 ,,
2011,2011,8,8,11,0.262806,5,,0 ,,
2011,2011,8,9,0,0.200102,1,,0 ,,
2011,2011,8,9,3,0.491068333,3,,0 ,,
2011,2011,8,9,11,0.759764333,3,,0 ,,
2011,2011,8,9,17,0.613007,1,,0 ,,
2011,2011,8,9,18,0.384437,1,,0 ,,
2011,2011,8,9,19,0.38315,2,,0 ,,
2011,2011,8,10,1,0.4715765,2,,0 ,,
2011,2011,8,10,2,0.04682715,2,,0 ,,
2011,2011,8,10,21,0.670311,1,,0 ,,
2011,2011,8,10,23,0.34914,1,,0 ,,
2011,2011,8,11,1,0.294878,2,,0 ,,
2011,2011,8,11,2,0.71527,1,,0 ,,
2011,2011,8,11,9,0.532524667,3,,0 ,,
2011,2011,8,11,16,0.186389,1,,0 ,,
2011,2011,8,11,20,0.782056,1,,0 ,,
2011,2011,8,12,0,0.533047,3,,0 ,,
2011,2011,8,12,3,0.409007,1,,0 ,,
2011,2011,8,12,17,0.127521,1,,0 ,,
2011,2011,8,12,23,0.5202035,2,,0 ,,
2011,2011,8,13,0,0.582574,1,,0 ,,
2011,2011,8,13,1,0.353099,1,,0 ,,
2011,2011,8,13,3,0.531357667,3,,0 ,,
2011,2011,8,13,13,0.851684,1,,0 ,,
2011,2011,8,13,16,0.125273,1,,0 ,,
2011,2011,8,14,0,0.365677333,3,,0 ,,
2011,2011,8,14,1,0.46200365,2,做梦梦见我的爸爸给我讲数学题，爸爸真好。做梦真开心。 ,1 ,Dreamt that my dad was teaching me math. He was so nice. The dream made me happy.,1
2011,2011,8,14,12,0.0272457,1,,0 ,,
2011,2011,8,14,19,0.5507965,2,,0 ,,
2011,2011,8,14,21,0.113062,1,,0 ,,
2011,2011,8,14,22,0.475724,2,,0 ,,
2011,2011,8,14,23,0.624266,1,,0 ,,
2011,2011,8,15,3,0.599114,1,,0 ,,
2011,2011,8,15,15,0.498135,1,,0 ,,
2011,2011,8,15,22,0.589195,1,,0 ,,
2011,2011,8,15,23,0.33922,1,,0 ,,
2011,2011,8,16,0,0.656364,1,,0 ,,
2011,2011,8,16,1,0.895794,1,,0 ,,
2011,2011,8,16,9,0.113577,1,,0 ,,
2011,2011,8,16,12,0.479594,1,,0 ,,
2011,2011,8,16,15,0.1431854,2,,0 ,,
2011,2011,8,16,19,0.6368525,2,,0 ,,
2011,2011,8,16,20,0.682299,1,,0 ,,
2011,2011,8,16,21,0.528114,1,,0 ,,
2011,2011,8,17,0,0.619371,1,,0 ,,
2011,2011,8,17,1,0.64233,1,,0 ,,
2011,2011,8,17,2,0.494374333,3,,0 ,,
2011,2011,8,17,3,0.387349,1,,0 ,,
2011,2011,8,17,13,0.422851,1,,0 ,,
2011,2011,8,17,20,0.15081,1,,0 ,,
2011,2011,8,17,21,0.29037,1,,0 ,,
2011,2011,8,18,4,0.721677,1,困倦才下眉头，饥饿又上心头。药丸从未阻止成功过我半夜刷屏，包括你，failed too. ,1 ,,
2011,2011,8,18,11,0.938891,1,,0 ,,
2011,2011,8,18,15,0.2706082,4,,0 ,,
2011,2011,8,18,16,0.7185905,2,,0 ,,
2011,2011,8,18,20,0.356414,1,,0 ,,
2011,2011,8,19,21,0.619091,1,,0 ,,
2011,2011,8,20,2,0.39453322,5,,0 ,,
2011,2011,8,20,10,0.866775,1,,0 ,,
2011,2011,8,20,11,0.4207445,2,,0 ,,
2011,2011,8,20,18,0.387815,1,,0 ,,
2011,2011,8,20,23,0.3026415,4,,0 ,,
2011,2011,8,21,0,0.378746,1,,0 ,,
2011,2011,8,21,1,0.680054,1,,0 ,,
2011,2011,8,21,9,0.266086,1,,0 ,,
2011,2011,8,21,13,0.476452,1,,0 ,,
2011,2011,8,21,21,0.406193,1,,0 ,,
2011,2011,8,22,3,0.447981,1,,0 ,,
2011,2011,8,22,12,0.19755182,2,,0 ,,
2011,2011,8,22,20,0.72,1,,0 ,,
2011,2011,8,23,23,0.183462,2,,0 ,,
2011,2011,8,24,0,0.570875,1,,0 ,,
2011,2011,8,24,1,0.538159,2,,0 ,,
2011,2011,8,24,2,0.536656333,3,,0 ,,
2011,2011,8,24,11,0.483522,1,,0 ,,
2011,2011,8,24,12,0.70179,1,,0 ,,
2011,2011,8,24,21,0.750529,1,,0 ,,
2011,2011,8,25,2,0.3827419,4,,0 ,,
2011,2011,8,25,10,0.764063,1,,0 ,,
2011,2011,8,25,14,0.3591626,2,,0 ,,
2011,2011,8,25,18,0.494954,2,,0 ,,
2011,2011,8,25,23,0.00791691,1,我不能忍受我没有购物欲就好像我不能忍受我没有食欲一样，这两样使我的世界都崩塌了！ ,1 ,"I can't stand having no appetite, and I can't stand not having any desire to shop. Together, they've made my world collapse!",1
2011,2011,8,26,22,0.552443,2,,0 ,,
2011,2011,8,26,23,0.5117005,2,,0 ,,
2011,2011,8,27,1,0.2652908,2,,0 ,,
2011,2011,8,27,15,0.347586,3,,0 ,,
2011,2011,8,28,0,0.4914116,5,,0 ,,
2011,2011,8,28,14,0.533196,1,,0 ,,
2011,2011,8,28,19,0.355669,1,,0 ,,
2011,2011,8,28,23,0.179231,1,,0 ,,
2011,2011,8,29,0,0.496683,1,,0 ,,
2011,2011,8,29,13,0.467273,1,,0 ,,
2011,2011,8,29,14,0.933475,1,,0 ,,
2011,2011,8,29,19,0.904444,1,,0 ,,
2011,2011,8,29,23,0.2799215,2,,0 ,,
2011,2011,8,30,0,0.035289,1,,0 ,,
2011,2011,8,30,10,0.56,1,,0 ,,
2011,2011,8,30,23,0.56812675,4,,0 ,,
2011,2011,8,31,23,0.203743433,3,,0 ,,
2011,2011,9,1,0,0.65755,1,,0 ,,
2011,2011,9,1,7,0.795845,1,,0 ,,
2011,2011,9,1,13,0.586276,1,,0 ,,
2011,2011,9,1,22,0.685059,2,,0 ,,
2011,2011,9,1,23,0.579801133,3,,0 ,,
2011,2011,9,2,0,0.0922818,1,,0 ,,
2011,2011,9,2,9,0.162102,1,,0 ,,
2011,2011,9,2,17,0.79722,1,,0 ,,
2011,2011,9,2,22,0.110924,1,,0 ,,
2011,2011,9,3,10,0.202415,1,,0 ,,
2011,2011,9,3,18,0.417911,2,,0 ,,
2011,2011,9,3,21,0.291066,1,,0 ,,
2011,2011,9,3,23,0.6967232,5,,0 ,,
2011,2011,9,4,9,0.739686,1,,0 ,,
2011,2011,9,4,10,0.06205,1,,0 ,,
2011,2011,9,4,12,0.530526,1,,0 ,,
2011,2011,9,4,18,0.941565,1,,0 ,,
2011,2011,9,4,20,0.35212955,2,,0 ,,
2011,2011,9,4,21,0.408153,1,把安眠药当成了失忆药,1 ,My sleeping pills have become amnesia pills.,1
2011,2011,9,4,22,0.417709,2,,0 ,,
2011,2011,9,4,23,0.235002,1,,0 ,,
2011,2011,9,5,8,0.04324,1,,0 ,,
2011,2011,9,5,20,0.342582,2,,0 ,,
2011,2011,9,5,23,0.887476,1,,0 ,,
2011,2011,9,6,9,0.288564,1,,0 ,,
2011,2011,9,6,16,0.425991667,3,,0 ,,
2011,2011,9,6,21,0.450952,1,,0 ,,
2011,2011,9,6,23,0.65972,2,,0 ,,
2011,2011,9,7,0,0.458707,1,,0 ,,
2011,2011,9,7,10,0.0424425,1,,0 ,,
2011,2011,9,7,13,0.30587,1,,0 ,,
2011,2011,9,7,22,0.41,2,,0 ,,
2011,2011,9,7,23,0.513708,3,,0 ,,
2011,2011,9,8,0,0.668191,2,,0 ,,
2011,2011,9,8,7,0.743197,2,,0 ,,
2011,2011,9,8,16,0.160185,1,,0 ,,
2011,2011,9,8,23,0.4479265,6,,0 ,,
2011,2011,9,9,0,0.727160667,3,,0 ,,
2011,2011,9,9,5,0.903028,1,,0 ,,
2011,2011,9,9,9,0.883811,1,,0 ,,
2011,2011,9,9,15,0.456652825,4,,0 ,,
2011,2011,9,9,18,0.24901,2,,0 ,,
2011,2011,9,9,20,0.0675214,1,,0 ,,
2011,2011,9,9,21,0.412492,1,每天对话少于十句，十天下来就陌生了。伤心,1 ,,
2011,2011,9,9,22,0.3182241,3,,0 ,,
2011,2011,9,9,23,0.370931,1,,0 ,,
2011,2011,9,10,16,0.594698,1,,0 ,,
2011,2011,9,10,22,0.576195,2,,0 ,,
2011,2011,9,10,23,0.258003,1,,0 ,,
2011,2011,9,11,17,0.47,1,,0 ,,
2011,2011,9,11,18,0.54,1,,0 ,,
2011,2011,9,11,22,0.815528,1,,0 ,,
2011,2011,9,11,23,0.531901,1,,0 ,,
2011,2011,9,12,0,0.2417565,2,,0 ,,
2011,2011,9,12,20,0.966212,1,,0 ,,
2011,2011,9,12,21,0.331080233,3,,0 ,,
2011,2011,9,12,22,0.27625255,2,,0 ,,
2011,2011,9,13,0,0.473769,4,,0 ,,
2011,2011,9,13,9,0.41461,1,,0 ,,
2011,2011,9,13,16,0.7674525,2,,0 ,,
2011,2011,9,13,23,0.392773,1,,0 ,,
2011,2011,9,14,0,0.219502,1,,0 ,,
2011,2011,9,14,7,0.4535185,2,阳光明媚，心里阴郁。我不想去医院,1 ,The sun is bright. My heart is dim. I don't want to go to the hospital.,1
2011,2011,9,14,9,0.4773,1,,0 ,,
2011,2011,9,14,20,0.777506,1,,0 ,,
2011,2011,9,14,21,0.705756,1,,0 ,,
2011,2011,9,14,22,0.526069,1,,0 ,,
2011,2011,9,14,23,0.7400075,2,,0 ,,
2011,2011,9,15,9,0.577657,2,,0 ,,
2011,2011,9,15,23,0.43432775,4,,0 ,,
2011,2011,9,16,0,0.545891,1,,0 ,,
2011,2011,9,16,8,0.162131,1,,0 ,,
2011,2011,9,16,22,0.254315,2,,0 ,,
2011,2011,9,16,23,0.109915,1,,0 ,,
2011,2011,9,17,0,0.1764461,3,,0 ,,
2011,2011,9,17,10,0.394742,2,,0 ,,
2011,2011,9,17,11,0.626741,1,,0 ,,
2011,2011,9,17,13,0.32917,1,,0 ,,
2011,2011,9,17,14,0.398934,1,,0 ,,
2011,2011,9,17,20,0.263677,1,,0 ,,
2011,2011,9,17,22,0.4621595,2,,0 ,,
2011,2011,9,18,0,0.56756,1,,0 ,,
2011,2011,9,18,3,0.335838,1,,0 ,,
2011,2011,9,18,4,0.320538,1,,0 ,,
2011,2011,9,18,11,0.8556925,2,,0 ,,
2011,2011,9,18,23,0.0269698,1,,0 ,,
2011,2011,9,19,0,0.8003135,2,,0 ,,
2011,2011,9,19,23,0.584665333,3,,0 ,,
2011,2011,9,20,9,0.315865,1,,0 ,,
2011,2011,9,20,10,0.0425143,1,,0 ,,
2011,2011,9,20,11,0.402611,1,,0 ,,
2011,2011,9,20,14,0.10621,1,所谓的热爱就是不管你如何不理我，我还是不依不饶地理你,1 ,,
2011,2011,9,20,22,0.0551597,1,,0 ,,
2011,2011,9,21,0,0.28225475,2,,0 ,,
2011,2011,9,21,8,0.146429,1,,0 ,,
2011,2011,9,21,21,0.326236,1,,0 ,,
2011,2011,9,21,22,0.54020925,4,,0 ,,
2011,2011,9,22,11,0.804674,1,,0 ,,
2011,2011,9,22,19,0.459105,1,,0 ,,
2011,2011,9,22,22,0.84746,1,,0 ,,
2011,2011,9,22,23,0.365645483,6,,0 ,,
2011,2011,9,23,23,0.2602827,2,,0 ,,
2011,2011,9,24,13,0.05447195,2,,0 ,,
2011,2011,9,24,23,0.4720219,4,,0 ,,
2011,2011,9,25,0,0.443470333,3,,0 ,,
2011,2011,9,25,9,0.52,1,,0 ,,
2011,2011,9,25,18,0.731858,1,,0 ,,
2011,2011,9,25,23,0.2367419,3,期望高很可怕，不指望很难熬，左右为难,1 ,"High expectations are frightening, and no expectations are tough. What a dilemma.",1
2011,2011,9,26,0,0.519591667,3,,0 ,,
2011,2011,9,26,9,0.211807,1,,0 ,,
2011,2011,9,26,22,0.7576635,2,,0 ,,
2011,2011,9,26,23,0.478259,3,,0 ,,
2011,2011,9,27,0,0.09,1,,0 ,,
2011,2011,9,27,23,0.265819862,5,,0 ,,
2011,2011,9,28,9,0.133838,1,,0 ,,
2011,2011,9,28,16,0.4379,2,,0 ,,
2011,2011,9,28,21,0.260214,1,,0 ,,
2011,2011,9,28,23,0.0483415,1,,0 ,,
2011,2011,9,29,0,0.487035,5,,0 ,,
2011,2011,9,29,1,0.864059,2,,0 ,,
2011,2011,9,29,12,0.8806,1,,0 ,,
2011,2011,9,29,13,0.2307,1,,0 ,,
2011,2011,9,29,15,0.348236,1,,0 ,,
2011,2011,9,29,16,0.1230855,2,,0 ,,
2011,2011,9,29,18,0.0657187,1,,0 ,,
2011,2011,9,30,0,0.813527,1,,0 ,,
2011,2011,9,30,1,0.793704,1,,0 ,,
2011,2011,9,30,6,0.2894605,2,,0 ,,
2011,2011,9,30,7,0.105172,1,,0 ,,
2011,2011,9,30,8,0.453504667,3,,0 ,,
2011,2011,9,30,13,0.151279,1,,0 ,,
2011,2011,9,30,14,0.504879667,3,,0 ,,
2011,2011,9,30,15,0.397641,1,,0 ,,
2011,2011,9,30,23,0.5157725,2,,0 ,,
2011,2011,10,1,0,0.3164285,4,我觉得我还是喜欢温馨的东西，不要笑话我,1 ,"Don't laugh at me, but I think I still like heartwarming things.",1
2011,2011,10,1,2,0.0975259,1,,0 ,,
2011,2011,10,1,13,0.305426,2,,0 ,,
2011,2011,10,1,16,0.710944,1,,0 ,,
2011,2011,10,1,17,0.760061,1,,0 ,,
2011,2011,10,1,23,0.777095,1,,0 ,,
2011,2011,10,2,1,0.447469,1,,0 ,,
2011,2011,10,2,11,0.246193,1,,0 ,,
2011,2011,10,2,17,0.0254596,1,,0 ,,
2011,2011,10,2,20,0.365402,1,,0 ,,
2011,2011,10,3,5,0.06787525,2,,0 ,,
2011,2011,10,3,13,0.299042,1,,0 ,,
2011,2011,10,3,15,0.750271,1,,0 ,,
2011,2011,10,3,22,0.481329,1,,0 ,,
2011,2011,10,3,23,0.160614,2,,0 ,,
2011,2011,10,4,2,0.6327755,2,,0 ,,
2011,2011,10,4,20,0.78798,1,,0 ,,
2011,2011,10,4,21,0.327971,2,,0 ,,
2011,2011,10,4,22,0.420026,1,,0 ,,
2011,2011,10,5,3,0.3255275,2,,0 ,,
2011,2011,10,5,12,0.0328045,1,,0 ,,
2011,2011,10,5,18,0.795,2,,0 ,,
2011,2011,10,5,19,0.3979079,2,,0 ,,
2011,2011,10,5,20,0.581208,1,,0 ,,
2011,2011,10,6,1,0.4934705,2,,0 ,,
2011,2011,10,6,2,0.511957667,3,,0 ,,
2011,2011,10,6,12,0.900416,1,,0 ,,
2011,2011,10,6,21,0.756482333,3,,0 ,,
2011,2011,10,6,23,0.016572,1,,0 ,,
2011,2011,10,7,0,0.421929,2,,0 ,,
2011,2011,10,7,10,0.2366585,2,,0 ,,
2011,2011,10,7,12,0.602004,4,,0 ,,
2011,2011,10,7,23,0.549497,3,,0 ,,
2011,2011,10,8,0,0.3370526,4,,0 ,,
2011,2011,10,8,11,0.360452018,6,在小号说话甚至可以抛弃强迫症。改错字，审核语序。都不用,1 ,I can set aside my OCD in my sockpuppet account. No need to correct wrong spelling or word order.,1
2011,2011,10,8,19,0.97,1,,0 ,,
2011,2011,10,8,22,0.45994,1,,0 ,,
2011,2011,10,9,0,0.592882,2,,0 ,,
2011,2011,10,9,10,0.175944,1,,0 ,,
2011,2011,10,9,23,0.767987,2,,0 ,,
2011,2011,10,10,17,0.479584,1,,0 ,,
2011,2011,10,10,21,0.6,1,,0 ,,
2011,2011,10,10,23,0.372046,1,,0 ,,
2011,2011,10,11,0,0.3140425,2,,0 ,,
2011,2011,10,11,23,0.583173,2,,0 ,,
2011,2011,10,12,0,0.3325266,4,,0 ,,
2011,2011,10,12,14,0.29115,1,,0 ,,
2011,2011,10,12,23,0.5792385,2,,0 ,,
2011,2011,10,13,0,0.443558,1,,0 ,,
2011,2011,10,13,3,0.691109,1,,0 ,,
2011,2011,10,13,12,0.85864,1,,0 ,,
2011,2011,10,13,19,0.231054,1,,0 ,,
2011,2011,10,13,21,0.833584,1,,0 ,,
2011,2011,10,13,23,0.214136767,3,,0 ,,
2011,2011,10,14,0,0.153435,1,,0 ,,
2011,2011,10,14,23,0.20672,1,,0 ,,
2011,2011,10,15,0,0.634582,1,,0 ,,
2011,2011,10,15,14,0.232032,2,,0 ,,
2011,2011,10,16,0,0.2663665,2,,0 ,,
2011,2011,10,16,22,0.257886,1,,0 ,,
2011,2011,10,16,23,0.418773667,3,从来不敢细看家人的脸，好像看一眼他们就会更加衰老。也怕他们仔细看我的脸，好像隐身没成功一样手足无措,1 ,,
2011,2011,10,17,7,0.416814,1,,0 ,,
2011,2011,10,17,18,0.344938,1,,0 ,,
2011,2011,10,18,15,0.307414,1,,0 ,,
2011,2011,10,18,20,0.806558,1,,0 ,,
2011,2011,10,19,2,0.420753,1,,0 ,,
2011,2011,10,19,7,0.822071,1,,0 ,,
2011,2011,10,19,9,0.487601,1,,0 ,,
2011,2011,10,19,23,0.431731,4,,0 ,,
2011,2011,10,20,23,0.56,1,,0 ,,
2011,2011,10,21,19,0.134053,1,,0 ,,
2011,2011,10,22,0,0.800439,1,,0 ,,
2011,2011,10,22,22,0.329263,1,,0 ,,
2011,2011,10,22,23,0.3138938,2,,0 ,,
2011,2011,10,23,8,0.6963525,2,,0 ,,
2011,2011,10,23,14,0.363129,1,,0 ,,
2011,2011,10,23,21,0.56,1,,0 ,,
2011,2011,10,23,23,0.866967,1,,0 ,,
2011,2011,10,24,23,0.227837466,7,,0 ,,
2011,2011,10,25,0,0.596514,1,,0 ,,
2011,2011,10,25,10,0.5095885,2,,0 ,,
2011,2011,10,25,22,0.64,1,,0 ,,
2011,2011,10,25,23,0.0412572,1,,0 ,,
2011,2011,10,26,15,0.4703917,4,,0 ,,
2011,2011,10,27,1,0.541907,1,,0 ,,
2011,2011,10,27,13,0.584121,1,,0 ,,
2011,2011,10,27,14,0.373864333,3,,0 ,,
2011,2011,10,27,16,0.119109,1,,0 ,,
2011,2011,10,28,0,0.1957414,2,,0 ,,
2011,2011,10,28,1,0.411923,1,躲了一辈子的雨，雨会不会很伤心,1 ,I've avoided rain all my life. Will rain be sad?,1
2011,2011,10,28,10,0.392739,2,,0 ,,
2011,2011,10,28,22,0.3752945,2,,0 ,,
2011,2011,10,29,1,0.107326,1,,0 ,,
2011,2011,10,29,7,0.175695667,3,,0 ,,
2011,2011,10,29,12,0.141748,1,,0 ,,
2011,2011,10,29,14,0.091993,1,,0 ,,
2011,2011,10,29,20,0.539321,1,,0 ,,
2011,2011,10,30,1,0.55772,1,,0 ,,
2011,2011,10,30,15,0.395095,1,,0 ,,
2011,2011,10,30,23,0.2904565,2,,0 ,,
2011,2011,10,31,0,0.5390375,2,,0 ,,
2011,2011,10,31,9,0.215475,1,,0 ,,
2011,2011,10,31,21,0.72927,1,,0 ,,
2011,2011,11,1,0,0.2765463,4,,0 ,,
2011,2011,11,1,10,0.373600667,3,,0 ,,
2011,2011,11,1,11,0.182284,1,,0 ,,
2011,2011,11,1,12,0.381247,1,,0 ,,
2011,2011,11,1,23,0.322264667,3,,0 ,,
2011,2011,11,2,0,0.633242,1,,0 ,,
2011,2011,11,2,20,0.116468,1,,0 ,,
2011,2011,11,2,22,0.259005,1,,0 ,,
2011,2011,11,2,23,0.176810333,3,决定不害怕别人讨厌我,1 ,Decided not to be afraid of others not liking me.,1
2011,2011,11,3,14,0.355438333,3,,0 ,,
2011,2011,11,3,18,0.339334,1,,0 ,,
2011,2011,11,3,19,0.685872,1,,0 ,,
2011,2011,11,3,21,0.291371,1,,0 ,,
2011,2011,11,3,23,0.480022,2,,0 ,,
2011,2011,11,4,0,0.651558,1,,0 ,,
2011,2011,11,4,8,0.26409125,4,,0 ,,
2011,2011,11,4,13,0.681742,1,,0 ,,
2011,2011,11,5,23,0.1413651,2,,0 ,,
2011,2011,11,6,0,0.591228,1,,0 ,,
2011,2011,11,6,10,0.667332,1,,0 ,,
2011,2011,11,6,21,0.0311866,1,,0 ,,
2011,2011,11,6,22,0.257683757,7,,0 ,,
2011,2011,11,7,8,0.500916,2,,0 ,,
2011,2011,11,7,23,0.414177,3,,0 ,,
2011,2011,11,8,0,0.254457475,4,心情不好的人有权利不睡觉盯着黑色的空气发呆,1 ,People in bad moods are entitled to stare into the void at night.,1
2011,2011,11,8,10,0.553402333,3,,0 ,,
2011,2011,11,8,21,0.653834,1,,0 ,,
2011,2011,11,8,22,0.180954,1,,0 ,,
2011,2011,11,8,23,0.3150871,4,,0 ,,
2011,2011,11,9,7,0.838581,1,,0 ,,
2011,2011,11,9,14,0.118722,1,,0 ,,
2011,2011,11,9,23,0.4664115,4,,0 ,,
2011,2011,11,10,8,0.189772,1,,0 ,,
2011,2011,11,10,10,0.532717,1,,0 ,,
2011,2011,11,10,22,0.747966,1,,0 ,,
2011,2011,11,10,23,0.336206,1,,0 ,,
2011,2011,11,11,0,0.59691,2,,0 ,,
2011,2011,11,11,18,0.399179,1,,0 ,,
2011,2011,11,12,0,0.668187,1,,0 ,,
2011,2011,11,12,20,0.70182,1,,0 ,,
2011,2011,11,13,0,0.3022527,2,,0 ,,
2011,2011,11,13,13,0.0775353,2,,0 ,,
2011,2011,11,13,17,0.57201,1,,0 ,,
2011,2011,11,13,21,0.700173,1,,0 ,,
2011,2011,11,13,23,0.320765,4,你们都如同那闪耀的星星，因为我调成了夜间模式,1 ,"You are all as bright as stars, because I'm in night mode.",1
2011,2011,11,14,0,0.488963333,3,,0 ,,
2011,2011,11,14,8,0.818478,1,,0 ,,
2011,2011,11,14,9,0.0203124,2,,0 ,,
2011,2011,11,14,18,0.30098825,2,,0 ,,
2011,2011,11,14,23,0.312932383,6,,0 ,,
2011,2011,11,15,0,0.6004115,4,,0 ,,
2011,2011,11,15,12,0.3186489,3,,0 ,,
2011,2011,11,15,19,0.765644,2,,0 ,,
2011,2011,11,15,21,0.300988,1,,0 ,,
2011,2011,11,15,22,0.390022333,3,,0 ,,
2011,2011,11,15,23,0.115262,1,,0 ,,
2011,2011,11,16,0,0.258108117,6,,0 ,,
2011,2011,11,16,8,0.500486,1,,0 ,,
2011,2011,11,16,15,0.245325,1,,0 ,,
2011,2011,11,16,17,0.456884,1,,0 ,,
2011,2011,11,16,23,0.4506035,3,,0 ,,
2011,2011,11,17,15,0.195158,1,,0 ,,
2011,2011,11,17,18,0.6095725,2,,0 ,,
2011,2011,11,17,19,0.338,1,,0 ,,
2011,2011,11,17,22,0.442615,1,,0 ,,
2011,2011,11,17,23,0.42612778,5,,0 ,,
2011,2011,11,18,0,0.512557,1,,0 ,,
2011,2011,11,18,4,0.320602,1,,0 ,,
2011,2011,11,18,10,0.332258,1,,0 ,,
2011,2011,11,18,20,0.210012,1,,0 ,,
2011,2011,11,18,22,0.113131,1,,0 ,,
2011,2011,11,18,23,0.566291967,3,,0 ,,
2011,2011,11,19,0,0.21423638,5,,0 ,,
2011,2011,11,19,10,0.54,1,,0 ,,
2011,2011,11,19,11,0.0761787,1,,0 ,,
2011,2011,11,19,12,0.648157,1,,0 ,,
2011,2011,11,19,20,0.522894,1,,0 ,,
2011,2011,11,19,21,0.132208,2,,0 ,,
2011,2011,11,19,22,0.334458,1,,0 ,,
2011,2011,11,19,23,0.5340402,5,,0 ,,
2011,2011,11,20,0,0.4624,1,如果泰坦尼克号IMAX的话能让我有欲淹欲死的感觉吗星星眼,1 ,"If ""Titanic"" is in IMAX, will I be able to feel like I'm drowning? (?ω?) ",1
2011,2011,11,20,22,0.88035,1,,0 ,,
2011,2011,11,20,23,0.389581983,6,,0 ,,
2011,2011,11,21,11,0.520444,1,,0 ,,
2011,2011,11,21,18,0.315055,2,,0 ,,
2011,2011,11,21,20,0.503589,2,,0 ,,
2011,2011,11,21,22,0.745522,1,,0 ,,
2011,2011,11,21,23,0.298155025,4,,0 ,,
2011,2011,11,22,0,0.474211333,3,,0 ,,
2011,2011,11,22,10,0.521233,1,,0 ,,
2011,2011,11,22,12,0.276395,2,,0 ,,
2011,2011,11,22,13,0.0420876,1,,0 ,,
2011,2011,11,22,16,0.4208225,2,,0 ,,
2011,2011,11,22,18,0.216618,1,,0 ,,
2011,2011,11,22,20,0.387043,1,,0 ,,
2011,2011,11,22,21,0.940122,1,,0 ,,
2011,2011,11,22,23,0.20699,1,,0 ,,
2011,2011,11,23,0,0.97744,1,,0 ,,
2011,2011,11,23,9,0.142169,1,,0 ,,
2011,2011,11,23,11,0.277832,1,,0 ,,
2011,2011,11,23,13,0.073561,1,,0 ,,
2011,2011,11,23,15,0.394611,1,,0 ,,
2011,2011,11,23,17,0.315115,2,,0 ,,
2011,2011,11,23,18,0.153944495,4,,0 ,,
2011,2011,11,23,20,0.0363461,1,,0 ,,
2011,2011,11,23,21,0.240935,3,,0 ,,
2011,2011,11,23,22,0.554373,2,,0 ,,
2011,2011,11,23,23,0.5578328,5,,0 ,,
2011,2011,11,24,0,0.374949,1,,0 ,,
2011,2011,11,24,22,0.3490325,2,,0 ,,
2011,2011,11,24,23,0.644468,3,,0 ,,
2011,2011,11,25,0,0.3830705,2,,0 ,,
2011,2011,11,25,1,0.438606,1,,0 ,,
2011,2011,11,25,10,0.538813,1,,0 ,,
2011,2011,11,25,19,0.59886425,4,我觉得我最近话说的够少了，值得奖励,1 ,I think I haven't been talking much. I should be rewarded.,1
2011,2011,11,25,23,0.440923367,3,,0 ,,
2011,2011,11,26,0,0.662024,1,,0 ,,
2011,2011,11,26,15,0.73,1,,0 ,,
2011,2011,11,26,23,0.534119333,3,,0 ,,
2011,2011,11,27,0,0.301798617,6,,0 ,,
2011,2011,11,27,9,0.4246635,2,,0 ,,
2011,2011,11,27,10,0.498088,1,,0 ,,
2011,2011,11,27,14,0.674528,1,,0 ,,
2011,2011,11,27,17,0.733842,1,,0 ,,
2011,2011,11,27,21,0.167504,2,,0 ,,
2011,2011,11,27,22,0.649916,1,,0 ,,
2011,2011,11,27,23,0.36150078,5,,0 ,,
